# ----------------------------------------
# Transações: ID da Transação
# Conta: GRUPO GUANABARA | Sites
# Propriedade: Guanabara – GA4
# ----------------------------------------
# 
# Todos os usuários
# Data de início: 20250101
# Data de término: 20260524
ID da Transação,Origem / mídia da sessão,Compras de e-commerce,Receita de compra,Sessões
1CVTCV,whatsapp / bot,1,811.000002,1
1FF958,google / organic,1,811.000001,1
1BK3R6,google / cpc,1,810.999999,1
1BYFVK,google / cpc,1,810.999998,1
197YUN,google / organic,1,810.980002,1
1AUA28,google / cpc,1,810.98,1
1DZ4KE,(direct) / (none),1,810.979999,1
1DZ5Y5,(direct) / (none),1,810.979999,1
19MTG0,google / cpc,1,810.96,1
1KNFTT,(direct) / (none),1,810.940001,1
1FTZ19,google / cpc,1,810.94,1
1HQ15X,google / cpc,1,810.939998,1
1JUT5F,google / cpc,1,810.929998,1
18KCFU,google / organic,1,810.900003,1
1EX6WH,(direct) / (none),1,810.900003,1
1HNCSD,google / cpc,1,810.900001,1
1HNF5D,google / organic,1,810.900001,1
1EDTFG,google / organic,1,810.9,1
1FJ76Z,google / cpc,1,810.9,1
1EVSWP,google / cpc,1,810.899999,1
18SG2T,google / cpc,1,810.899998,1
1BZSCE,google / cpc,1,810.890002,1
1F9JV2,google / cpc,1,810.860001,1
1FK53J,google / cpc,1,810.859999,1
1GMZFP,(direct) / (none),1,810.859998,1
1B1QPQ,google / organic,1,810.840002,1
1BMKPB,google / cpc,1,810.839999,1
1JB61S,google / cpc,1,810.820001,1
1C9HUN,google / cpc,1,810.810002,1
1HTVZW,whatsapp / bot,1,810.799999,1
1JT0X3,google / cpc,1,810.799999,1
1DZE26,google / cpc,1,810.799998,1
1F52CM,google / cpc,1,810.779999,1
1DUHV9,google / cpc,1,810.779998,1
1CH1TB,google / cpc,1,810.770002,1
1CVS5C,google / cpc,1,810.760001,1
1EJT3W,google / organic,1,810.740001,1
1FRFWD,google / cpc,1,810.700002,1
1FYHXN,google / cpc,1,810.700001,1
1AFXHM,google / cpc,1,810.7,1
1FZ4RW,google / cpc,1,810.7,1
1F8Q0J,pushnews / pushnotification,1,810.699999,1
1K72RB,google / cpc,1,810.699998,1
1BEFTT,pushnews / pushnotification,1,810.680001,1
1B0C83,pushnews / pushnotification,1,810.669998,1
1DW5VJ,google / cpc,1,810.650001,1
1DW6DS,google / cpc,1,810.650001,1
1ADJ41,google / cpc,1,810.620002,1
1ADJFT,google / cpc,1,810.620002,1
196QCH,google / organic,1,810.619999,1
1E2CN6,google / cpc,1,810.599999,1
1JCS5M,google / cpc,1,810.599998,1
1F7GSA,google / cpc,1,810.589998,1
1E6A8D,(direct) / (none),1,810.560002,1
1BM463,google / cpc,1,810.56,1
1BM7UG,google / cpc,1,810.56,1
1BH5W8,google / organic,1,810.559999,1
1CK5GH,google / organic,1,810.559999,1
1HHAM7,google / cpc,1,810.559998,1
1AAWBZ,google / cpc,1,810.549997,1
1JM2WW,insider / insite,1,810.54,1
1D18R9,google / cpc,1,810.539998,1
1D19T5,google / cpc,1,810.539998,1
1D1EGW,google / cpc,1,810.539998,1
1FGHPF,google / cpc,1,810.539998,1
1H1RKX,google / cpc,1,810.520002,1
1GNXHB,google / cpc,1,810.520001,1
1FV7JC,(direct) / (none),1,810.510001,1
1CUV4U,google / cpc,1,810.509999,1
1AQ81J,google / cpc,1,810.499998,1
1F8DDQ,google / cpc,1,810.499998,1
1FF62P,(direct) / (none),1,810.479998,1
19311E,google / cpc,1,810.460001,1
1H1M39,google / cpc,1,810.449998,1
191S1K,google / cpc,1,810.439998,1
1DT4F5,google / organic,1,810.429997,1
1FT631,google / cpc,1,810.420002,1
1F7AJJ,google / cpc,1,810.42,1
1A9CTZ,google / cpc,1,810.419998,1
1DVAVR,google / cpc,1,810.419998,1
1FEUJM,google / organic,1,810.419997,1
1FFNJJ,(direct) / (none),1,810.419997,1
1C16RM,google / cpc,1,810.400002,1
1BWT0B,google / cpc,1,810.4,1
1CH5H6,google / cpc,1,810.399998,1
19SFD3,google / cpc,1,810.380002,1
1A7TWR,(direct) / (none),1,810.380001,1
1B9VZ0,google / cpc,1,810.380001,1
199S88,google / cpc,1,810.38,1
1A6K4Y,google / cpc,1,810.38,1
19QU8F,google / cpc,1,810.379999,1
18K1FB,(direct) / (none),1,810.359999,1
1CU2NX,google / cpc,1,810.339999,1
1EUN3M,google / cpc,1,810.339998,1
1G8AK1,google / cpc,1,810.32,1
1CNKUY,google / organic,1,810.300001,1
1DTF03,(direct) / (none),1,810.279999,1
1F9CXD,google / cpc,1,810.260003,1
1C1T2U,google / cpc,1,810.260002,1
1GDHBZ,google / cpc,1,810.22,1
1E9V76,google / cpc,1,810.21,1
19XD5T,google / cpc,1,810.200002,1
1E37J4,google / organic,1,810.200001,1
1BA0DP,google / cpc,1,810.190002,1
1EUZD0,google / cpc,1,810.179999,1
1ENETT,(direct) / (none),1,810.160002,1
19K2WS,(direct) / (none),1,810.139997,1
1GVR2V,whatsapp / bot,1,810.120001,1
1AM0VF,google / organic,1,810.119998,1
1J0WPU,google / cpc,1,810.100002,1
1J686R,google / cpc,1,810.1,1
1J2VZB,google / cpc,1,810.099999,1
1E8BN6,(direct) / (none),1,810.099998,1
1DNNEP,google / cpc,1,810.090001,1
197AW8,google / cpc,1,810.09,1
1G0DES,google / organic,1,810.080001,1
1E4X8E,google / cpc,1,810.08,1
1GXV0Q,google / cpc,1,810.079998,1
1BBBTM,(direct) / (none),1,810.079997,1
1CAY73,google / cpc,1,810.060003,1
1DMVBD,google / cpc,1,810.059999,1
19KGCJ,google / organic,1,810.059998,1
1C6KUC,google / cpc,1,810.039998,1
1ET1KH,insider / architect_web_push,1,810.030002,1
1GGMZ7,google / cpc,1,810.029998,1
1D5WSG,(direct) / (none),1,810.019999,1
1FPTRM,google / organic,1,810.000002,1
1FQ2D8,google / cpc,1,810.000002,1
1GMQ47,(direct) / (none),1,810.000002,1
1FFFP7,google / cpc,1,810.000001,1
1BHX2H,google / cpc,1,809.999999,1
1BHXME,google / cpc,1,809.999999,1
1FBDMM,(direct) / (none),1,809.999999,1
1BH5Q6,google / cpc,1,809.990003,1
1C21S3,google / cpc,1,809.990002,1
1DBWP9,google / cpc,1,809.990001,1
1C8FBF,google / organic,1,809.99,1
1DPFM3,(direct) / (none),1,809.99,1
1BB29X,(direct) / (none),1,809.989999,1
1D082Z,(direct) / (none),1,809.989999,1
1D3SP1,google / cpc,1,809.989999,1
1DJH7G,google / cpc,1,809.989999,1
1FRFQ5,(direct) / (none),1,809.989998,1
1HYFSZ,google / cpc,1,809.980001,1
18G8EW,(direct) / (none),1,809.98,1
18GAXY,(direct) / (none),1,809.98,1
18GBGG,(direct) / (none),1,809.98,1
1KCUQD,(direct) / (none),1,809.98,1
1DDS69,(direct) / (none),1,809.979999,1
1H8UYY,(direct) / (none),1,809.979998,1
1A75NH,(direct) / (none),1,809.979997,1
1BZ0PY,google / cpc,1,809.979997,1
197JK8,(direct) / (none),1,809.970003,1
1GVT2S,google / cpc,1,809.970003,1
1GDKM5,(direct) / (none),1,809.970002,1
19WF9T,(direct) / (none),1,809.970001,1
1CTR40,(direct) / (none),1,809.970001,1
1FP364,google / cpc,1,809.970001,1
1BGCDZ,(direct) / (none),1,809.97,1
1DVVUX,google / organic,1,809.97,1
1C1E3E,(direct) / (none),1,809.969999,1
1C87MR,(direct) / (none),1,809.969999,1
1ES622,(direct) / (none),1,809.969999,1
1EUR1V,(direct) / (none),1,809.969999,1
1EV70D,(direct) / (none),1,809.969999,1
1GHC40,(direct) / (none),1,809.969999,1
1DH5JZ,(direct) / (none),1,809.969998,1
1K85N3,(direct) / (none),1,809.969998,1
1CF237,br.search.yahoo.com / referral,1,809.960002,1
1C548V,google / organic,1,809.96,1
1BB0FH,(direct) / (none),1,809.950001,1
1ANEZD,(direct) / (none),1,809.940003,1
1D559X,facebook / cpc,1,809.94,1
1GQAR2,(direct) / (none),1,809.939998,1
1HERD7,google / cpc,1,809.930003,1
1BDX21,whatsapp / bot,1,809.919998,1
1HJFPY,google / cpc,1,809.909999,1
1BMA4N,google / cpc,1,809.900002,1
1BY1AE,google / cpc,1,809.900002,1
18ZSUA,google / cpc,1,809.900001,1
1A6BUZ,google / cpc,1,809.9,1
1BMNJS,google / cpc,1,809.899997,1
1FNS5Q,google / cpc,1,809.890002,1
1FQBAZ,google / cpc,1,809.890002,1
1GATVW,google / cpc,1,809.890002,1
1BUJVD,google / organic,1,809.889999,1
1HPWM9,google / cpc,1,809.879999,1
1C6NV7,google / organic,1,809.860002,1
1K109J,(direct) / (none),1,809.859998,1
1CYKBT,google / cpc,1,809.849998,1
1F4123,google / cpc,1,809.840002,1
1BS51G,google / cpc,1,809.84,1
1DMFFZ,(data not available),1,809.820003,1
1E0XKM,google / cpc,1,809.789998,1
1E0XRB,google / cpc,1,809.789998,1
1E12DJ,google / cpc,1,809.789998,1
1F3VZ7,google / cpc,1,809.779997,1
1F3WVT,google / organic,1,809.779997,1
1K2TNE,google / cpc,1,809.760001,1
1A0VMN,google / cpc,1,809.739998,1
1AUY76,google / cpc,1,809.730001,1
1HJCZK,(direct) / (none),1,809.730001,1
1BMKHF,google / cpc,1,809.720001,1
1EJ6W1,google / cpc,1,809.720001,1
1EKCPQ,google / cpc,1,809.720001,1
1EKTDV,google / cpc,1,809.720001,1
18H0QC,google / cpc,1,809.72,1
1BUBPN,bing / organic,1,809.719998,1
1FNG1Y,(data not available),1,809.719998,1
1EHMSG,google / cpc,1,809.700002,1
19C02C,google / cpc,1,809.619999,1
199XBW,google / cpc,1,809.619998,1
1J0TPG,google / organic,1,809.610002,1
18ZXT4,google / cpc,1,809.609999,1
19B6UR,google / cpc,1,809.609999,1
1F506X,google / organic,1,809.600001,1
1C6265,whatsapp / bot,1,809.56,1
1CKKZ8,google / cpc,1,809.559998,1
1DWVB1,google / cpc,1,809.550001,1
19UX4Q,google / cpc,1,809.549999,1
1E33PA,google / cpc,1,809.549999,1
1G7KXX,google / cpc,1,809.549998,1
1BX053,google / cpc,1,809.540003,1
18RJVX,google / cpc,1,809.540002,1
1AU1ZF,google / cpc,1,809.520002,1
1AU5XU,google / organic,1,809.520002,1
1CYV6X,(direct) / (none),1,809.52,1
1EA2EW,google / cpc,1,809.519999,1
1E9C13,google / cpc,1,809.500002,1
1FF31Q,google / organic,1,809.500001,1
1FF36F,google / organic,1,809.500001,1
1BC67T,google / cpc,1,809.499998,1
1D4ZD4,(direct) / (none),1,809.499998,1
194PKJ,google / cpc,1,809.49,1
1DX7YB,google / cpc,1,809.480001,1
18P6CC,google / cpc,1,809.479999,1
1AYZS9,google / cpc,1,809.479998,1
1AYZW4,google / cpc,1,809.479998,1
1C38SK,google / cpc,1,809.459999,1
1B91VC,google / cpc,1,809.450003,1
1BS3YX,google / cpc,1,809.450003,1
1K1CZ4,insider / architect_whatsapp,1,809.450002,1
1D5USJ,google / organic,1,809.450001,1
19PNBS,google / cpc,1,809.45,1
18PGH5,pushnews / pushnotification,1,809.420001,1
191ZNT,(direct) / (none),1,809.42,1
19RFQV,google / organic,1,809.419999,1
18EKNG,google / cpc,1,809.419998,1
1B2ABP,google / cpc,1,809.400002,1
1J0P7S,whatsapp / bot,1,809.4,1
1BCMB0,google / cpc,1,809.399998,1
18FCZ5,google / cpc,1,809.370002,1
1F6ENV,google / cpc,1,809.369998,1
1BFRCQ,google / cpc,1,809.369997,1
1E6ZGD,google / cpc,1,809.36,1
1E706X,google / cpc,1,809.36,1
1FZPCF,google / organic,1,809.36,1
1BWJVX,google / cpc,1,809.359997,1
1FC6TR,(not set),1,809.359997,1
1JKZMR,kommo.cc / referral,1,809.340002,1
1A1NDA,google / organic,1,809.339998,1
1ESVF1,google / cpc,1,809.339998,1
1JB1EH,insider / architect_email,1,809.339998,1
1B4VRK,(direct) / (none),1,809.320001,1
1BP7QT,google / cpc,1,809.320001,1
19JYMJ,google / cpc,1,809.319999,1
1BFARE,google / cpc,1,809.319999,1
1BPVMX,google / cpc,1,809.319999,1
19BZB2,google / cpc,1,809.310002,1
1BAT1M,google / organic,1,809.29,1
1EGEVE,(direct) / (none),1,809.260003,1
1EGTYE,(direct) / (none),1,809.260003,1
1EJ90X,google / cpc,1,809.260002,1
1D2VZW,google / organic,1,809.260001,1
1D2YRB,whatsapp / bot,1,809.260001,1
1AHDFM,google / cpc,1,809.250002,1
1ATET2,google / cpc,1,809.220001,1
1BHHZZ,google / cpc,1,809.22,1
1BMGJ5,google / cpc,1,809.200003,1
1CPZ35,google / cpc,1,809.200002,1
1B6ZMP,whatsapp / bot,1,809.199998,1
1CJ3NF,google / cpc,1,809.199998,1
1GUW8S,google / cpc,1,809.189998,1
18J1WT,(direct) / (none),1,809.160002,1
195E9V,google / organic,1,809.160001,1
194Q1D,google / cpc,1,809.159999,1
196W0R,(direct) / (none),1,809.140002,1
1D03A4,google / cpc,1,809.139999,1
1HMREC,google / cpc,1,809.120002,1
1G3G39,google / cpc,1,809.119999,1
1GNNE5,(direct) / (none),1,809.09,1
1F5T52,google / cpc,1,809.080001,1
1F2TBU,google / cpc,1,809.08,1
18S6EG,google / cpc,1,809.079999,1
1C5DYR,google / cpc,1,809.06,1
1C8MNN,google / cpc,1,809.040002,1
1C8X2P,mkt-midia / social,1,809.040002,1
1E5870,(data not available),1,809.040002,1
1EPFZ7,google / cpc,1,809.040002,1
18KJ5H,google / organic,1,809.040001,1
1ABXA4,google / cpc,1,809.040001,1
18FVZR,google / cpc,1,809.04,1
1BNREZ,google / cpc,1,809.04,1
1C01Y1,google / cpc,1,809.04,1
1CU1K2,google / cpc,1,809.04,1
1E0HMZ,google / organic,1,809.04,1
1FMAY7,google / organic,1,809.039998,1
19JAR4,(direct) / (none),1,809.039997,1
18VN3G,pushnews / pushnotification,1,809.030002,1
1JYBZJ,google / organic,1,809.02,1
1HHWTT,google / cpc,1,809.01,1
1AXX67,google / organic,1,809.000001,1
1E5NT9,google / organic,1,809.000001,1
1GUFPT,(direct) / (none),1,808.999998,1
1BS66D,(direct) / (none),1,808.990002,1
1ESEXM,google / cpc,1,808.980001,1
1HBUNQ,google / cpc,1,808.98,1
1E9CSE,google / cpc,1,808.960001,1
1DRNY3,google / cpc,1,808.959999,1
1GNVU1,google / cpc,1,808.959998,1
1GPYGX,google / cpc,1,808.959998,1
1A3YJM,(direct) / (none),1,808.950003,1
1A9QGY,google / cpc,1,808.950001,1
1BMFN8,(direct) / (none),1,808.950001,1
1ER1R7,(direct) / (none),1,808.950001,1
1EBH0V,(direct) / (none),1,808.949999,1
1F6TDT,(direct) / (none),1,808.949999,1
1ANPN4,google / cpc,1,808.949998,1
1CKYJH,google / cpc,1,808.949998,1
1JS7WX,google / organic,1,808.940002,1
18NDZB,google / cpc,1,808.920002,1
18NEHR,google / cpc,1,808.920002,1
1CJQ6Y,google / organic,1,808.920002,1
1CXB89,google / cpc,1,808.920002,1
1JKXXF,google / organic,1,808.879998,1
1AJ36S,google / cpc,1,808.840001,1
1J17U5,google / cpc,1,808.84,1
1D5GXM,google / organic,1,808.830002,1
1JHMHJ,google / cpc,1,808.820002,1
1JH98G,google / cpc,1,808.819999,1
1J5KW1,google / organic,1,808.800002,1
1CC3NV,google / cpc,1,808.78,1
1D1811,google / cpc,1,808.78,1
1FAMYU,google / organic,1,808.770002,1
1BFBVW,google / cpc,1,808.769997,1
1J69VC,google / cpc,1,808.74,1
1FXMAP,google / cpc,1,808.709999,1
1E8ZXR,google / cpc,1,808.700001,1
19MZ7B,(direct) / (none),1,808.680001,1
1A3QPB,(direct) / (none),1,808.659999,1
1KDAMV,google / cpc,1,808.659999,1
19J2FR,(direct) / (none),1,808.649999,1
1ESDBK,google / cpc,1,808.640002,1
1FBJJP,google / organic,1,808.639999,1
1F665Q,google / cpc,1,808.620002,1
1FH9WQ,google / cpc,1,808.62,1
1G7GB0,pushnews / pushnotification,1,808.62,1
1CPT01,whatsapp / bot,1,808.599998,1
1G3CTX,(direct) / (none),1,808.589997,1
1D1AS5,google / cpc,1,808.570001,1
1CFF4C,google / cpc,1,808.56,1
1CFFSM,app.tallos.com.br / referral,1,808.56,1
1CFFSM,google / cpc,1,808.56,1
1A2ZQN,google / cpc,1,808.550001,1
1FPMSD,insider / architect_email,1,808.539998,1
1FSKPF,google / cpc,1,808.529998,1
18R57K,(direct) / (none),1,808.52,1
1FJY32,google / organic,1,808.52,1
1EY5EV,google / cpc,1,808.519998,1
1CFN6P,google / organic,1,808.500002,1
1B19GH,(direct) / (none),1,808.490001,1
19116W,google / cpc,1,808.489999,1
1GMS11,google / cpc,1,808.480001,1
1F9R8D,google / organic,1,808.48,1
1GPGWX,google / cpc,1,808.470002,1
1E2AKJ,google / organic,1,808.469999,1
1BQUMC,google / cpc,1,808.460001,1
1B97DQ,(direct) / (none),1,808.44,1
1A4708,(direct) / (none),1,808.439998,1
1JGAVV,google / organic,1,808.439998,1
18ZUEM,(direct) / (none),1,808.420002,1
1GMV3Z,google / cpc,1,808.419999,1
19568J,google / organic,1,808.419998,1
1957HA,google / organic,1,808.419998,1
1909ST,google / organic,1,808.400002,1
19GD5V,google / cpc,1,808.39,1
1AAXQM,google / cpc,1,808.370002,1
1AAYBX,google / cpc,1,808.370002,1
1K7N1G,google / organic,1,808.370001,1
1K7NAQ,google / organic,1,808.370001,1
1EUR67,google / cpc,1,808.37,1
1EUREW,google / cpc,1,808.37,1
1H4ZTN,google / cpc,1,808.37,1
1DQSVY,google / cpc,1,808.369997,1
1GAUVY,google / organic,1,808.350002,1
1DWW86,google / cpc,1,808.340003,1
18CV72,google / cpc,1,808.320003,1
18GKYK,google / organic,1,808.320002,1
18SCMS,(direct) / (none),1,808.320002,1
19QHEG,google / cpc,1,808.320001,1
1BBNTG,(direct) / (none),1,808.320001,1
1BWS8N,google / cpc,1,808.320001,1
1EBX5U,(direct) / (none),1,808.320001,1
1AN09E,google / cpc,1,808.32,1
1AWE26,google / organic,1,808.32,1
1AY6Z5,(direct) / (none),1,808.319999,1
1AAP3R,google / organic,1,808.319998,1
1CJUGB,google / cpc,1,808.319998,1
1EHBBM,google / cpc,1,808.290003,1
1AXBAX,(direct) / (none),1,808.27,1
1E2GFP,google / organic,1,808.259999,1
1E2X7C,google / cpc,1,808.259999,1
1EYYNB,(direct) / (none),1,808.259999,1
1FX9JF,pushnews / pushnotification,1,808.25,1
19W0PW,(direct) / (none),1,808.220002,1
1HKC80,google / cpc,1,808.220002,1
1BPNBC,google / cpc,1,808.219999,1
1GGEWD,google / cpc,1,808.219998,1
1G981X,google / organic,1,808.200003,1
1BY65D,whatsapp / bot,1,808.2,1
1GA5AM,google / cpc,1,808.2,1
1GBE1J,google / cpc,1,808.2,1
18XNU8,pushnews / pushnotification,1,808.199998,1
1GQUXB,google / organic,1,808.199998,1
1GY4BW,google / organic,1,808.160003,1
1GVECE,(direct) / (none),1,808.140002,1
1A9HQB,google / cpc,1,808.139998,1
1B1GXU,google / organic,1,808.129999,1
1K0RXZ,google / organic,1,808.129998,1
1JDPG3,google / organic,1,808.120002,1
1AMRGX,(direct) / (none),1,808.099998,1
1DA79W,google / cpc,1,808.079998,1
1E77YB,google / organic,1,808.060001,1
1CGZCH,google / organic,1,808.040001,1
1E9DYC,google / cpc,1,808.040001,1
1EYMQ7,google / cpc,1,808.019998,1
1EHTYE,(direct) / (none),1,808.000002,1
1J5RGX,google / cpc,1,808.000001,1
1BF031,google / cpc,1,808,1
1JPPKB,(direct) / (none),1,807.999998,1
197XWU,(direct) / (none),1,807.990001,1
1K7GDV,(direct) / (none),1,807.980001,1
1BG3YW,(direct) / (none),1,807.979998,1
1E7FMN,(direct) / (none),1,807.979998,1
1FTDRK,google / cpc,1,807.960003,1
1HHRCG,(direct) / (none),1,807.960002,1
1JN8BV,google / cpc,1,807.960002,1
1J30XC,(direct) / (none),1,807.959998,1
1J319F,google / cpc,1,807.959998,1
19Z11P,(direct) / (none),1,807.959997,1
1JB0TZ,google / cpc,1,807.949999,1
19YCGH,mkt-midia / social,1,807.900001,1
1C32PQ,google / cpc,1,807.899998,1
1FPV37,google / cpc,1,807.880001,1
1JUJUZ,google / cpc,1,807.86,1
1E6URT,google / organic,1,807.840001,1
1AG0U0,google / cpc,1,807.819999,1
1GNAEQ,google / cpc,1,807.819999,1
1KJJZ1,(direct) / (none),1,807.800002,1
1HB7PB,google / cpc,1,807.78,1
1JUGN5,google / organic,1,807.78,1
1BE9TJ,google / cpc,1,807.769999,1
1HSF7P,(direct) / (none),1,807.750001,1
1DQJ3W,(direct) / (none),1,807.749999,1
1DZ4HP,(not set),1,807.749998,1
1BZ660,google / cpc,1,807.739999,1
1DN4CT,google / cpc,1,807.730001,1
1FJ7J7,google / cpc,1,807.730001,1
1CNXPB,(direct) / (none),1,807.719998,1
1JCK8T,google / cpc,1,807.700001,1
1JCMPQ,google / cpc,1,807.700001,1
1FETWK,google / cpc,1,807.680003,1
1FAH93,google / organic,1,807.68,1
1HJQTW,google / cpc,1,807.68,1
1GF7CZ,google / organic,1,807.660002,1
1HN71T,google / cpc,1,807.660001,1
1HHHBT,google / cpc,1,807.66,1
1FK5MG,google / cpc,1,807.650002,1
1J0UGW,google / cpc,1,807.640001,1
1F66D9,google / organic,1,807.639999,1
1FBM45,(direct) / (none),1,807.639998,1
1FBMAM,(direct) / (none),1,807.639998,1
1HVAP9,insider / insite,1,807.620001,1
1GN3WZ,(direct) / (none),1,807.609997,1
1969V5,google / organic,1,807.600001,1
1GW8FD,(direct) / (none),1,807.599999,1
18F1BM,google / cpc,1,807.599997,1
1AFRYQ,google / cpc,1,807.589999,1
1FPQU0,insider / architect_web_push,1,807.580001,1
1E74TP,google / organic,1,807.549999,1
1AZ015,google / cpc,1,807.530002,1
1AZ07A,google / cpc,1,807.530002,1
1H8TW4,google / cpc,1,807.53,1
1FF4QA,google / cpc,1,807.52,1
1GRNK9,google / cpc,1,807.519999,1
1FG90N,google / organic,1,807.500002,1
1F1PS3,google / cpc,1,807.480002,1
1E9W46,whatsapp / bot,1,807.479999,1
1EN6UP,google / cpc,1,807.479998,1
1BP3EC,google / cpc,1,807.46,1
1FDHPW,google / cpc,1,807.46,1
1FDHRH,(direct) / (none),1,807.46,1
1FEAXW,google / cpc,1,807.459998,1
1KBPF6,(direct) / (none),1,807.450001,1
1CU6CC,bing / organic,1,807.45,1
1HCVC7,google / cpc,1,807.44,1
1HUNVQ,google / cpc,1,807.439999,1
1HW0TY,google / cpc,1,807.439998,1
1FG190,(direct) / (none),1,807.43,1
1FG1J8,(direct) / (none),1,807.43,1
1C8MQW,google / cpc,1,807.419999,1
1C8NFN,google / cpc,1,807.419999,1
1F76K9,google / cpc,1,807.419999,1
1H83Z5,insider / architect_email,1,807.399999,1
1G7RXD,google / cpc,1,807.360001,1
1G7WAD,google / organic,1,807.360001,1
1JQ6K5,(direct) / (none),1,807.360001,1
1BMBDP,google / cpc,1,807.339997,1
1BETR6,(direct) / (none),1,807.330002,1
1G8CJR,google / cpc,1,807.330001,1
1G78YZ,google / cpc,1,807.32,1
1HWJPJ,google / cpc,1,807.310001,1
1HXWQF,google / cpc,1,807.309999,1
19NFP3,(direct) / (none),1,807.299998,1
1CJNQS,(direct) / (none),1,807.299997,1
1ECKJ5,google / organic,1,807.290002,1
19FG6X,google / cpc,1,807.280001,1
1J8QJZ,google / cpc,1,807.28,1
1JQZ4V,google / cpc,1,807.28,1
1G2EEK,google / cpc,1,807.27,1
1B61WD,google / cpc,1,807.260002,1
1B6E93,google / organic,1,807.260002,1
1GUZ0P,google / organic,1,807.24,1
1EC5MF,facebook / cpc,1,807.239998,1
1H8SCM,google / cpc,1,807.220002,1
1JHACC,whatsapp / bot,1,807.220001,1
1GUM24,google / cpc,1,807.22,1
1J3MFQ,google / cpc,1,807.22,1
1FY94X,google / cpc,1,807.219999,1
1G4GUB,google / cpc,1,807.219999,1
1K16D0,google / organic,1,807.219999,1
1FRVD7,(direct) / (none),1,807.219998,1
1FSYMG,google / cpc,1,807.219998,1
1G6T36,google / cpc,1,807.210002,1
18GU1R,(direct) / (none),1,807.199998,1
1BGG18,google / organic,1,807.19,1
1KNZ27,google / cpc,1,807.170001,1
1BRBZE,google / cpc,1,807.169999,1
1CXC7F,google / cpc,1,807.14,1
1C3JG6,google / cpc,1,807.129999,1
1F9WZG,(direct) / (none),1,807.12,1
1FEBWT,google / cpc,1,807.119999,1
1F7YB5,google / cpc,1,807.119998,1
18EVYG,google / cpc,1,807.090002,1
1KH1Z1,google / cpc,1,807.089998,1
1BFR6V,google / cpc,1,807.079999,1
1HPPVM,google / cpc,1,807.039999,1
1HSB40,(direct) / (none),1,807.020002,1
1GJ0NW,google / cpc,1,807.02,1
18JYPK,google / cpc,1,807.000002,1
18JZDV,google / cpc,1,807.000002,1
18JZH3,google / cpc,1,807.000002,1
18JZM9,google / cpc,1,807.000002,1
197RMD,(direct) / (none),1,807.000002,1
1F8E3N,google / cpc,1,807,1
1GGHKM,google / cpc,1,807,1
1K1Q7M,google / cpc,1,807,1
1CHRNQ,(direct) / (none),1,806.999998,1
1F82BK,google / cpc,1,806.990002,1
1DT8E5,google / cpc,1,806.990001,1
1FN83Z,google / cpc,1,806.989999,1
1FN88M,google / cpc,1,806.989999,1
19K7KG,(direct) / (none),1,806.989998,1
1C0GQ7,google / cpc,1,806.989998,1
1FX0M1,google / cpc,1,806.98,1
1EPS70,google / cpc,1,806.979998,1
1EWKG3,google / cpc,1,806.979998,1
1H2RWV,(direct) / (none),1,806.970002,1
1G3D91,google / cpc,1,806.97,1
1HQABY,(direct) / (none),1,806.939999,1
1KP2Z7,(direct) / (none),1,806.939998,1
1ATP38,google / cpc,1,806.920003,1
1BE372,google / cpc,1,806.92,1
1AY0NN,google / organic,1,806.919998,1
1AYRYC,google / cpc,1,806.919998,1
1BMBPA,google / cpc,1,806.919998,1
19XN74,google / cpc,1,806.900002,1
1F1XWJ,(direct) / (none),1,806.900001,1
1FPTY9,google / cpc,1,806.900001,1
1H1QGA,(direct) / (none),1,806.900001,1
1H2FPN,google / cpc,1,806.900001,1
1J7MJG,whatsapp / bot,1,806.900001,1
1H2U15,google / cpc,1,806.9,1
1HC56U,whatsapp / bot,1,806.9,1
1JRSHX,insider / insite,1,806.9,1
1JRSWT,insider / insite,1,806.9,1
1JVNWX,(direct) / (none),1,806.9,1
1J0354,google / cpc,1,806.899998,1
1JFKTA,insider / web_push,1,806.899998,1
1AQ4PV,google / cpc,1,806.889999,1
1F6Y8Q,google / cpc,1,806.880001,1
1KFZEF,google / cpc,1,806.880001,1
1C59H8,google / organic,1,806.859999,1
1G8MUH,google / cpc,1,806.820002,1
1HMKUQ,google / cpc,1,806.820001,1
1JSZG7,google / cpc,1,806.82,1
1BQGY7,google / cpc,1,806.800002,1
1CZ70H,google / cpc,1,806.799999,1
1A4UFV,google / cpc,1,806.779998,1
1F4NB2,google / organic,1,806.760003,1
1K7TMJ,google / cpc,1,806.759998,1
1H8WKM,google / cpc,1,806.740001,1
1J3Z7F,whatsapp / bot,1,806.720002,1
18GVXE,google / cpc,1,806.700002,1
1EQDQJ,google / cpc,1,806.700001,1
1E7HXA,(direct) / (none),1,806.699999,1
1FE8QM,whatsapp / bot,1,806.69,1
1GJH6E,google / cpc,1,806.680002,1
1ES0GH,google / organic,1,806.640002,1
1GGC0X,google / cpc,1,806.600002,1
1GGCUP,google / cpc,1,806.600002,1
1GK85D,google / cpc,1,806.599999,1
1H6421,google / cpc,1,806.580002,1
1H667D,google / cpc,1,806.580002,1
1DEU11,google / organic,1,806.580001,1
1HWWUV,kommo.cc / referral,1,806.58,1
1HYSPW,google / cpc,1,806.58,1
1F86UK,(direct) / (none),1,806.579999,1
1FE1M5,google / cpc,1,806.579999,1
